Ideal,Noisy
29.571544660877045,38.53004066685613
21.279303187430617,16.09679254320627
40.60870924940692,30.30792159055895
18.47908509013126,27.47334980025898
12.858260161746458,20.96182219798484
17.216539192550172,21.60818404771065
36.80911250381723,38.2965506723085
18.9094235700608,15.889325846625882
37.164268728256985,40.3006441506174
24.427889430947413,25.271579592820252
